,0
170,5.0
171,3.0
172,2.0
173,5.0
174,7.0
175,4.0
176,4.0
177,0.0
178,4.0
179,9.0
180,2.0
181,5.0
182,8.0
183,7.0
184,7.0
185,7.0
186,4.0
187,7.0
188,5.0
189,2.0
190,8.0
191,5.0
192,4.0
193,9.0
194,3.0
195,6.0
196,5.0
197,1.0
198,2.0
199,7.0
200,8.0
201,8.0
202,7.0
203,9.0
204,9.0
205,2.0
206,2.0
207,9.0
208,2.0
209,4.0
210,6.0
211,8.0
212,5.0
213,4.0
214,6.0
215,5.0
216,3.0
217,8.0
218,0.0
219,5.0
220,4.0
221,7.0
222,4.0
223,7.0
224,9.0
225,4.0
226,6.0
227,7.0
228,9.0
229,7.0
230,0.0
231,1.0
232,1.0
233,8.0
234,3.0
235,9.0
236,0.0
237,0.0
238,9.0
239,8.0
240,2.0
241,9.0
242,2.0
243,0.0
244,3.0
245,0.0
246,2.0
247,4.0
248,6.0
249,6.0
250,2.0
251,0.0
252,4.0
253,5.0
254,8.0
255,2.0
256,2.0
257,8.0
258,8.0
259,4.0
260,9.0
261,3.0
262,0.0
263,8.0
264,7.0
265,6.0
266,8.0
267,2.0
268,3.0
269,8.0
270,4.0
271,8.0
272,8.0
273,7.0
274,8.0
275,7.0
276,9.0
277,2.0
278,0.0
279,3.0
280,7.0
281,4.0
282,8.0
283,3.0
284,1.0
285,7.0
286,8.0
287,6.0
288,3.0
289,0.0
290,1.0
291,0.0
292,7.0
293,5.0
294,4.0
295,8.0
296,4.0
297,7.0
298,3.0
299,0.0
300,4.0
301,4.0
302,8.0
303,4.0
304,2.0
305,2.0
306,3.0
307,4.0
308,3.0
309,0.0
310,3.0
311,2.0
312,0.0
313,2.0
314,0.0
315,2.0
316,7.0
317,4.0
318,9.0
319,2.0
320,2.0
321,2.0
322,2.0
323,9.0
324,6.0
325,1.0
326,7.0
327,4.0
328,0.0
329,9.0
330,7.0
331,2.0
332,8.0
333,9.0
334,0.0
335,7.0
336,7.0
337,5.0
338,8.0
339,8.0
340,2.0
341,8.0
342,8.0
343,6.0
344,9.0
345,9.0
346,4.0
347,7.0
348,9.0
349,2.0
350,0.0
351,5.0
352,4.0
353,6.0
354,1.0
355,5.0
356,3.0
357,7.0
358,6.0
359,6.0
360,3.0
361,2.0
362,6.0
363,4.0
364,2.0
365,9.0
366,7.0
367,2.0
368,9.0
369,1.0
370,8.0
371,2.0
372,2.0
373,4.0
374,5.0
375,8.0
376,9.0
377,6.0
378,9.0
379,2.0
380,6.0
381,2.0
382,8.0
383,2.0
384,2.0
385,8.0
386,3.0
387,8.0
388,2.0
389,5.0
390,3.0
391,7.0
392,6.0
393,2.0
394,5.0
395,9.0
396,5.0
397,7.0
398,2.0
399,9.0
400,6.0
401,7.0
402,3.0
403,7.0
404,6.0
405,0.0
406,9.0
407,4.0
408,2.0
409,9.0
410,2.0
411,6.0
412,4.0
413,4.0
414,5.0
415,7.0
416,7.0
417,6.0
418,7.0
419,5.0
420,9.0
421,5.0
422,4.0
423,9.0
424,4.0
425,9.0
426,5.0
427,8.0
428,4.0
429,5.0
430,0.0
431,7.0
432,0.0
433,4.0
434,7.0
435,7.0
436,2.0
437,2.0
438,9.0
439,2.0
440,0.0
441,5.0
442,2.0
443,2.0
444,2.0
445,5.0
446,7.0
447,1.0
448,5.0
449,3.0
450,7.0
451,2.0
452,5.0
453,1.0
454,2.0
455,9.0
456,9.0
457,9.0
458,2.0
459,8.0
460,1.0
461,0.0
462,6.0
463,6.0
464,7.0
465,4.0
466,4.0
467,7.0
468,7.0
469,4.0
470,2.0
471,2.0
472,7.0
473,9.0
474,9.0
475,8.0
476,2.0
477,9.0
478,0.0
479,2.0
480,9.0
481,7.0
482,1.0
483,3.0
484,0.0
485,5.0
486,7.0
487,3.0
488,0.0
489,2.0
490,0.0
491,2.0
492,0.0
493,0.0
494,4.0
495,8.0
496,2.0
497,5.0
498,6.0
499,4.0
500,4.0
501,8.0
502,9.0
503,9.0
504,5.0
505,4.0
506,5.0
507,9.0
508,4.0
509,9.0
510,9.0
511,0.0
512,9.0
513,8.0
514,4.0
515,3.0
516,5.0
517,9.0
518,9.0
519,9.0
520,8.0
521,6.0
522,4.0
523,7.0
524,0.0
525,2.0
526,1.0
527,2.0
528,8.0
529,0.0
530,4.0
531,7.0
532,3.0
533,3.0
534,7.0
535,9.0
536,7.0
537,5.0
538,7.0
539,8.0
540,7.0
541,0.0
542,6.0
543,1.0
544,0.0
545,7.0
546,6.0
547,2.0
548,3.0
549,2.0
550,4.0
551,4.0
552,4.0
553,7.0
554,4.0
555,4.0
556,5.0
557,5.0
558,6.0
559,2.0
560,3.0
561,9.0
562,2.0
563,2.0
564,2.0
565,0.0
566,4.0
567,0.0
568,5.0
569,4.0
570,5.0
571,8.0
572,8.0
573,5.0
574,7.0
575,8.0
576,7.0
577,2.0
578,6.0
579,4.0
580,6.0
581,2.0
582,0.0
583,6.0
584,8.0
585,7.0
586,9.0
587,8.0
588,2.0
589,2.0
590,7.0
591,8.0
592,9.0
593,7.0
594,4.0
595,7.0
596,7.0
597,7.0
598,6.0
599,4.0
600,7.0
601,4.0
602,2.0
603,6.0
604,7.0
605,2.0
606,5.0
607,6.0
608,5.0
609,4.0
610,4.0
611,7.0
612,8.0
613,4.0
614,7.0
615,2.0
616,8.0
617,9.0
618,9.0
619,6.0
620,8.0
621,2.0
622,6.0
623,4.0
624,2.0
625,0.0
626,6.0
627,7.0
628,8.0
629,7.0
630,5.0
631,2.0
632,3.0
633,2.0
634,4.0
635,2.0
636,2.0
637,4.0
638,5.0
639,7.0
640,6.0
641,3.0
642,9.0
643,4.0
644,7.0
645,9.0
646,2.0
647,4.0
648,4.0
649,7.0
650,3.0
651,7.0
652,5.0
653,3.0
654,0.0
655,6.0
656,4.0
657,0.0
658,5.0
659,2.0
660,7.0
661,2.0
662,7.0
663,2.0
664,6.0
665,0.0
666,6.0
667,9.0
668,4.0
669,4.0
670,9.0
671,3.0
672,4.0
673,7.0
674,4.0
675,5.0
676,5.0
677,5.0
678,4.0
679,2.0
680,8.0
681,3.0
682,6.0
683,5.0
684,9.0
685,9.0
686,7.0
687,3.0
688,5.0
689,0.0
690,8.0
691,3.0
692,6.0
693,6.0
694,2.0
695,9.0
696,9.0
697,7.0
698,7.0
699,7.0
700,4.0
701,6.0
702,4.0
703,6.0
704,5.0
705,3.0
706,2.0
707,4.0
708,8.0
709,8.0
710,2.0
711,7.0
712,9.0
713,3.0
714,2.0
715,8.0
716,3.0
717,5.0
718,8.0
719,7.0
720,5.0
721,2.0
722,3.0
723,9.0
724,9.0
725,8.0
726,4.0
727,4.0
728,0.0
729,4.0
730,7.0
731,2.0
732,2.0
733,0.0
734,2.0
735,9.0
736,2.0
737,9.0
738,0.0
739,5.0
740,7.0
741,2.0
742,2.0
743,4.0
744,7.0
745,3.0
746,4.0
747,4.0
748,2.0
749,6.0
750,0.0
751,8.0
752,0.0
753,2.0
754,2.0
755,5.0
756,0.0
757,4.0
758,9.0
759,0.0
760,9.0
761,2.0
762,5.0
763,3.0
764,2.0
765,7.0
766,4.0
767,4.0
768,7.0
769,9.0
770,7.0
771,4.0
772,5.0
773,4.0
774,2.0
775,8.0
776,2.0
777,6.0
778,5.0
779,7.0
780,6.0
781,4.0
782,2.0
783,7.0
784,7.0
785,2.0
786,0.0
787,2.0
788,8.0
789,5.0
790,9.0
791,8.0
792,2.0
793,2.0
794,5.0
795,7.0
796,3.0
797,6.0
798,3.0
799,7.0
800,6.0
801,2.0
802,9.0
803,9.0
804,2.0
805,2.0
806,2.0
807,0.0
808,4.0
809,0.0
810,9.0
811,5.0
812,2.0
813,5.0
814,5.0
815,7.0
816,8.0
817,7.0
818,6.0
819,2.0
820,4.0
821,9.0
822,8.0
823,7.0
824,2.0
825,2.0
826,9.0
827,5.0
828,1.0
829,4.0
830,5.0
831,0.0
832,1.0
833,0.0
834,5.0
835,5.0
836,4.0
837,9.0
838,2.0
839,4.0
840,3.0
841,9.0
842,1.0
843,9.0
844,9.0
845,6.0
846,2.0
847,8.0
848,2.0
849,8.0
850,6.0
851,0.0
852,2.0
853,7.0
854,8.0
855,9.0
856,7.0
857,2.0
858,1.0
859,2.0
860,5.0
861,8.0
862,2.0
863,2.0
864,5.0
865,2.0
866,8.0
867,2.0
868,3.0
869,5.0
870,4.0
871,8.0
872,9.0
873,8.0
874,3.0
875,7.0
876,9.0
877,8.0
878,7.0
879,8.0
880,4.0
881,3.0
882,4.0
883,6.0
884,1.0
885,3.0
886,9.0
887,9.0
888,9.0
889,1.0
890,4.0
891,6.0
892,7.0
893,2.0
894,0.0
895,9.0
896,8.0
897,4.0
898,0.0
899,2.0
900,1.0
901,2.0
902,9.0
903,4.0
904,9.0
905,5.0
906,2.0
907,7.0
908,3.0
909,4.0
910,5.0
911,9.0
912,6.0
913,6.0
914,2.0
915,0.0
916,5.0
917,7.0
918,8.0
919,5.0
920,4.0
921,4.0
922,1.0
923,4.0
924,5.0
925,7.0
926,9.0
927,2.0
928,2.0
929,9.0
930,4.0
931,7.0
932,2.0
933,9.0
934,0.0
935,3.0
936,6.0
937,2.0
938,8.0
939,2.0
940,1.0
941,6.0
942,5.0
943,8.0
944,3.0
945,6.0
946,2.0
947,0.0
948,2.0
949,5.0
950,2.0
951,2.0
952,2.0
953,4.0
954,9.0
955,5.0
956,2.0
957,4.0
958,4.0
959,2.0
960,9.0
961,9.0
962,3.0
963,2.0
964,8.0
965,2.0
966,5.0
967,4.0
968,6.0
969,3.0
970,2.0
971,5.0
972,3.0
973,9.0
974,0.0
975,4.0
976,4.0
977,2.0
978,6.0
979,9.0
980,9.0
981,8.0
982,2.0
983,3.0
984,0.0
985,3.0
986,3.0
987,4.0
988,2.0
989,2.0
990,2.0
991,6.0
992,4.0
993,7.0
994,7.0
995,5.0
996,6.0
997,7.0
998,4.0
999,8.0
1000,6.0
1001,3.0
1002,8.0
1003,5.0
1004,7.0
1005,4.0
1006,2.0
1007,6.0
1008,3.0
1009,2.0
1010,0.0
1011,0.0
1012,2.0
1013,2.0
1014,5.0
1015,2.0
1016,8.0
1017,3.0
1018,5.0
1019,5.0
1020,4.0
1021,6.0
1022,2.0
1023,0.0
1024,5.0
1025,3.0
1026,0.0
1027,9.0
1028,0.0
1029,2.0
1030,2.0
1031,0.0
1032,9.0
1033,2.0
1034,1.0
1035,8.0
1036,4.0
1037,5.0
1038,8.0
1039,9.0
1040,6.0
1041,9.0
1042,2.0
1043,1.0
1044,9.0
1045,4.0
1046,7.0
1047,5.0
1048,9.0
1049,8.0
1050,4.0
1051,4.0
1052,5.0
1053,5.0
1054,8.0
1055,8.0
1056,7.0
1057,2.0
1058,2.0
1059,0.0
1060,2.0
1061,4.0
1062,2.0
1063,9.0
1064,4.0
1065,5.0
1066,5.0
1067,5.0
1068,4.0
1069,8.0
1070,3.0
1071,3.0
1072,0.0
1073,8.0
1074,2.0
1075,4.0
1076,8.0
1077,1.0
1078,5.0
1079,1.0
1080,4.0
1081,6.0
1082,7.0
1083,2.0
1084,8.0
1085,3.0
1086,1.0
1087,2.0
1088,7.0
1089,4.0
1090,4.0
1091,7.0
1092,3.0
1093,6.0
1094,9.0
1095,5.0
1096,2.0
1097,2.0
1098,3.0
1099,8.0
1100,7.0
1101,7.0
1102,2.0
1103,8.0
1104,7.0
1105,9.0
1106,2.0
1107,7.0
1108,0.0
1109,9.0
1110,9.0
1111,9.0
1112,4.0
1113,9.0
1114,5.0
1115,4.0
1116,6.0
1117,2.0
1118,8.0
1119,9.0
1120,9.0
1121,0.0
1122,9.0
1123,5.0
1124,2.0
1125,2.0
1126,3.0
1127,3.0
1128,8.0
1129,5.0
1130,7.0
1131,2.0
1132,5.0
1133,2.0
1134,9.0
1135,8.0
1136,3.0
1137,4.0
1138,2.0
1139,2.0
1140,0.0
1141,2.0
1142,6.0
1143,2.0
1144,3.0
1145,4.0
1146,9.0
1147,3.0
1148,0.0
1149,6.0
1150,4.0
1151,4.0
1152,2.0
1153,9.0
1154,2.0
1155,2.0
1156,3.0
1157,6.0
1158,2.0
1159,2.0
1160,8.0
1161,3.0
1162,9.0
1163,7.0
1164,2.0
1165,3.0
1166,4.0
1167,7.0
1168,0.0
1169,2.0
1170,4.0
1171,2.0
1172,2.0
1173,5.0
1174,2.0
1175,7.0
1176,2.0
1177,7.0
1178,3.0
1179,8.0
1180,1.0
1181,5.0
1182,9.0
1183,2.0
1184,9.0
1185,0.0
1186,8.0
1187,5.0
1188,5.0
1189,2.0
1190,9.0
1191,7.0
1192,9.0
1193,2.0
1194,6.0
1195,4.0
1196,2.0
1197,4.0
1198,2.0
1199,2.0
1200,2.0
1201,2.0
1202,4.0
1203,0.0
1204,0.0
1205,8.0
1206,5.0
1207,9.0
1208,0.0
1209,6.0
1210,3.0
1211,2.0
1212,5.0
1213,7.0
1214,2.0
1215,2.0
1216,9.0
1217,5.0
1218,3.0
1219,6.0
1220,4.0
1221,7.0
1222,9.0
1223,3.0
1224,7.0
1225,6.0
1226,0.0
1227,2.0
1228,9.0
1229,2.0
1230,3.0
1231,2.0
1232,4.0
1233,7.0
1234,0.0
1235,4.0
1236,9.0
1237,3.0
1238,7.0
1239,4.0
1240,2.0
1241,9.0
1242,4.0
1243,3.0
1244,5.0
1245,7.0
1246,7.0
1247,4.0
1248,9.0
1249,9.0
1250,4.0
1251,5.0
1252,6.0
1253,0.0
1254,9.0
1255,2.0
1256,7.0
1257,5.0
1258,2.0
1259,5.0
1260,5.0
1261,2.0
1262,9.0
1263,4.0
1264,4.0
1265,3.0
1266,6.0
1267,7.0
1268,6.0
1269,8.0
1270,8.0
1271,2.0
1272,6.0
1273,8.0
1274,5.0
1275,7.0
1276,7.0
1277,0.0
1278,9.0
1279,4.0
1280,4.0
1281,4.0
1282,9.0
1283,5.0
1284,3.0
1285,3.0
1286,2.0
1287,7.0
1288,3.0
1289,4.0
1290,6.0
1291,6.0
1292,8.0
1293,3.0
1294,2.0
1295,2.0
1296,1.0
1297,6.0
1298,2.0
1299,8.0
1300,8.0
1301,3.0
1302,4.0
1303,4.0
1304,8.0
1305,3.0
1306,4.0
1307,8.0
1308,4.0
1309,2.0
1310,9.0
1311,2.0
1312,0.0
1313,2.0
1314,9.0
1315,3.0
1316,2.0
1317,2.0
1318,9.0
1319,4.0
1320,8.0
1321,2.0
1322,7.0
1323,4.0
1324,6.0
1325,7.0
1326,3.0
1327,0.0
1328,7.0
1329,5.0
1330,3.0
1331,5.0
1332,3.0
1333,5.0
1334,6.0
1335,5.0
1336,5.0
1337,0.0
1338,4.0
1339,5.0
1340,2.0
1341,4.0
1342,6.0
1343,5.0
1344,8.0
1345,2.0
1346,8.0
1347,8.0
1348,9.0
1349,4.0
1350,8.0
1351,8.0
1352,2.0
1353,9.0
1354,2.0
1355,4.0
1356,7.0
1357,6.0
1358,4.0
1359,5.0
1360,9.0
1361,7.0
1362,2.0
1363,2.0
1364,2.0
1365,2.0
1366,7.0
1367,6.0
1368,7.0
1369,9.0
1370,7.0
1371,2.0
1372,7.0
1373,3.0
1374,9.0
1375,3.0
1376,7.0
1377,2.0
1378,4.0
1379,0.0
1380,4.0
1381,3.0
1382,3.0
1383,6.0
1384,4.0
1385,4.0
1386,4.0
1387,0.0
1388,9.0
1389,9.0
1390,6.0
1391,0.0
1392,6.0
1393,7.0
1394,4.0
1395,4.0
1396,2.0
1397,6.0
1398,7.0
1399,1.0
1400,9.0
1401,8.0
1402,4.0
1403,6.0
1404,5.0
1405,9.0
1406,7.0
1407,5.0
1408,2.0
1409,8.0
1410,3.0
1411,3.0
1412,6.0
1413,4.0
1414,2.0
1415,3.0
1416,5.0
1417,5.0
1418,2.0
1419,8.0
1420,2.0
1421,7.0
1422,4.0
1423,2.0
1424,8.0
1425,6.0
1426,8.0
1427,2.0
1428,9.0
1429,4.0
1430,0.0
1431,3.0
1432,7.0
1433,6.0
1434,4.0
1435,6.0
1436,9.0
1437,3.0
1438,2.0
1439,3.0
1440,4.0
1441,8.0
1442,3.0
1443,6.0
1444,4.0
1445,2.0
1446,0.0
1447,5.0
1448,5.0
1449,4.0
1450,9.0
1451,2.0
1452,3.0
1453,2.0
1454,7.0
1455,4.0
1456,8.0
1457,9.0
1458,5.0
1459,6.0
1460,1.0
1461,4.0
1462,5.0
1463,2.0
1464,4.0
1465,9.0
1466,2.0
1467,9.0
1468,4.0
1469,2.0
1470,4.0
1471,8.0
1472,8.0
1473,2.0
1474,5.0
1475,3.0
1476,0.0
1477,3.0
1478,4.0
1479,5.0
1480,2.0
1481,2.0
1482,6.0
1483,5.0
1484,9.0
1485,4.0
1486,3.0
1487,8.0
1488,9.0
1489,3.0
1490,0.0
1491,7.0
1492,9.0
1493,9.0
1494,8.0
1495,5.0
1496,9.0
1497,4.0
1498,2.0
1499,0.0
1500,4.0
1501,7.0
1502,1.0
1503,3.0
1504,7.0
1505,2.0
1506,2.0
1507,5.0
1508,4.0
1509,8.0
1510,4.0
1511,5.0
1512,4.0
1513,3.0
1514,6.0
1515,9.0
1516,2.0
1517,6.0
1518,2.0
1519,5.0
1520,3.0
1521,2.0
1522,5.0
1523,4.0
1524,2.0
1525,1.0
1526,4.0
1527,2.0
1528,8.0
1529,5.0
1530,2.0
1531,1.0
1532,9.0
1533,7.0
1534,3.0
1535,4.0
1536,5.0
1537,9.0
1538,8.0
1539,2.0
1540,4.0
1541,2.0
1542,2.0
1543,2.0
1544,0.0
1545,9.0
1546,8.0
1547,7.0
1548,5.0
1549,8.0
1550,9.0
1551,2.0
1552,0.0
1553,5.0
1554,7.0
1555,7.0
1556,5.0
1557,7.0
1558,8.0
1559,2.0
1560,7.0
1561,9.0
1562,4.0
1563,8.0
1564,4.0
1565,4.0
1566,4.0
1567,2.0
1568,3.0
1569,8.0
1570,3.0
1571,4.0
1572,4.0
1573,4.0
1574,7.0
1575,3.0
1576,9.0
1577,8.0
1578,2.0
1579,9.0
1580,4.0
1581,4.0
1582,5.0
1583,6.0
1584,5.0
1585,8.0
1586,9.0
1587,7.0
1588,3.0
1589,3.0
1590,5.0
1591,3.0
1592,3.0
1593,5.0
1594,9.0
1595,7.0
1596,7.0
1597,8.0
1598,7.0
1599,6.0
1600,8.0
1601,5.0
1602,7.0
1603,8.0
1604,0.0
1605,4.0
1606,1.0
1607,2.0
1608,2.0
1609,3.0
1610,2.0
1611,9.0
1612,3.0
1613,9.0
1614,3.0
1615,9.0
1616,7.0
1617,4.0
1618,2.0
1619,1.0
1620,9.0
1621,8.0
1622,8.0
1623,7.0
1624,4.0
1625,3.0
1626,4.0
1627,9.0
1628,0.0
1629,2.0
1630,3.0
1631,9.0
1632,2.0
1633,5.0
1634,9.0
1635,8.0
1636,6.0
1637,6.0
1638,3.0
1639,2.0
1640,2.0
1641,4.0
1642,5.0
1643,0.0
1644,5.0
1645,4.0
1646,1.0
1647,4.0
1648,5.0
1649,9.0
1650,7.0
1651,2.0
1652,0.0
1653,6.0
1654,4.0
1655,2.0
1656,4.0
1657,8.0
1658,4.0
1659,0.0
1660,2.0
1661,4.0
1662,7.0
1663,3.0
1664,0.0
1665,6.0
1666,3.0
1667,2.0
1668,4.0
1669,5.0
1670,8.0
1671,5.0
1672,0.0
1673,2.0
1674,3.0
1675,4.0
1676,2.0
1677,7.0
1678,8.0
1679,1.0
1680,0.0
1681,9.0
1682,9.0
1683,4.0
1684,2.0
1685,0.0
1686,8.0
1687,2.0
1688,9.0
1689,6.0
1690,4.0
1691,9.0
1692,9.0
1693,9.0
1694,4.0
1695,9.0
1696,0.0
1697,3.0
1698,7.0
1699,5.0
1700,2.0
1701,0.0
1702,5.0
1703,7.0
1704,0.0
1705,2.0
1706,4.0
1707,4.0
1708,9.0
1709,4.0
1710,4.0
1711,8.0
1712,7.0
1713,2.0
1714,2.0
1715,4.0
1716,4.0
1717,7.0
1718,2.0
1719,3.0
1720,7.0
1721,2.0
1722,9.0
1723,8.0
1724,2.0
1725,2.0
1726,5.0
1727,8.0
1728,3.0
1729,8.0
1730,2.0
1731,4.0
1732,7.0
1733,2.0
1734,4.0
1735,3.0
1736,2.0
1737,3.0
1738,4.0
1739,9.0
1740,2.0
1741,9.0
1742,7.0
1743,2.0
1744,2.0
1745,1.0
1746,1.0
1747,4.0
1748,4.0
1749,5.0
1750,9.0
1751,3.0
1752,4.0
1753,2.0
1754,5.0
1755,2.0
1756,9.0
1757,9.0
1758,2.0
1759,7.0
1760,7.0
1761,9.0
1762,4.0
1763,2.0
1764,4.0
1765,5.0
1766,6.0
1767,9.0
1768,4.0
1769,2.0
1770,9.0
1771,7.0
1772,8.0
1773,6.0
1774,9.0
1775,7.0
1776,2.0
1777,5.0
1778,7.0
1779,8.0
1780,7.0
1781,2.0
1782,7.0
1783,8.0
1784,4.0
1785,7.0
1786,3.0
1787,2.0
1788,6.0
1789,0.0
1790,2.0
1791,2.0
1792,9.0
1793,4.0
1794,3.0
1795,6.0
1796,8.0
1797,8.0
1798,8.0
1799,0.0
1800,8.0
1801,2.0
1802,8.0
1803,2.0
1804,9.0
1805,0.0
1806,9.0
1807,3.0
1808,2.0
1809,2.0
1810,2.0
1811,2.0
1812,4.0
1813,7.0
1814,2.0
1815,9.0
1816,3.0
1817,2.0
1818,0.0
1819,5.0
1820,9.0
1821,7.0
1822,8.0
1823,6.0
1824,4.0
1825,2.0
1826,5.0
1827,4.0
1828,8.0
1829,3.0
1830,7.0
1831,9.0
1832,4.0
1833,2.0
1834,5.0
1835,8.0
1836,4.0
1837,4.0
1838,6.0
1839,4.0
1840,4.0
1841,3.0
1842,0.0
1843,9.0
1844,6.0
1845,9.0
1846,7.0
1847,2.0
1848,8.0
1849,2.0
1850,3.0
1851,4.0
1852,8.0
1853,6.0
1854,1.0
1855,2.0
1856,8.0
1857,7.0
1858,2.0
1859,1.0
1860,2.0
1861,6.0
1862,0.0
1863,7.0
1864,7.0
1865,8.0
1866,4.0
1867,1.0
1868,2.0
1869,5.0
1870,9.0
1871,7.0
1872,5.0
1873,9.0
1874,5.0
1875,4.0
1876,2.0
1877,2.0
1878,2.0
1879,8.0
1880,9.0
1881,5.0
1882,2.0
1883,9.0
1884,5.0
1885,5.0
1886,6.0
1887,6.0
1888,9.0
1889,7.0
1890,3.0
1891,9.0
1892,6.0
1893,4.0
1894,7.0
1895,5.0
1896,6.0
1897,9.0
1898,4.0
1899,9.0
1900,2.0
1901,4.0
1902,4.0
1903,6.0
1904,8.0
1905,8.0
1906,9.0
1907,8.0
1908,2.0
1909,5.0
1910,2.0
1911,9.0
1912,6.0
1913,5.0
1914,4.0
1915,9.0
1916,4.0
1917,5.0
1918,1.0
1919,7.0
1920,5.0
1921,2.0
1922,5.0
1923,3.0
1924,4.0
1925,5.0
1926,5.0
1927,2.0
1928,5.0
1929,0.0
1930,5.0
1931,3.0
1932,7.0
1933,9.0
1934,6.0
1935,5.0
1936,4.0
1937,4.0
1938,5.0
1939,4.0
1940,2.0
1941,4.0
1942,9.0
1943,0.0
1944,6.0
1945,2.0
1946,4.0
1947,4.0
1948,2.0
1949,7.0
1950,0.0
1951,3.0
1952,6.0
1953,2.0
1954,1.0
1955,3.0
1956,7.0
1957,9.0
1958,2.0
1959,6.0
1960,1.0
1961,7.0
1962,6.0
1963,2.0
1964,2.0
1965,2.0
1966,1.0
1967,3.0
1968,2.0
1969,0.0
1970,5.0
1971,9.0
1972,2.0
1973,7.0
1974,8.0
1975,4.0
1976,4.0
1977,2.0
1978,9.0
1979,2.0
1980,0.0
1981,2.0
1982,8.0
1983,8.0
1984,5.0
1985,7.0
1986,9.0
1987,4.0
1988,4.0
1989,6.0
1990,7.0
1991,4.0
1992,8.0
1993,2.0
1994,2.0
1995,2.0
1996,3.0
1997,6.0
1998,4.0
1999,1.0
