,0
827,8.0
828,6.0
829,7.0
830,8.0
831,5.0
832,9.0
833,4.0
834,9.0
835,5.0
836,1.0
837,9.0
838,3.0
839,3.0
840,9.0
841,2.0
842,3.0
843,2.0
844,4.0
845,6.0
846,3.0
847,2.0
848,6.0
849,5.0
850,0.0
851,2.0
852,3.0
853,0.0
854,7.0
855,3.0
856,8.0
857,4.0
858,3.0
859,9.0
860,2.0
861,1.0
862,9.0
863,4.0
864,2.0
865,4.0
866,8.0
867,0.0
868,9.0
869,8.0
870,9.0
871,1.0
872,1.0
873,8.0
874,7.0
875,5.0
876,7.0
877,2.0
878,2.0
879,5.0
880,5.0
881,0.0
882,2.0
883,7.0
884,2.0
885,9.0
886,6.0
887,8.0
888,7.0
889,2.0
890,3.0
891,4.0
892,9.0
893,9.0
894,4.0
895,4.0
896,9.0
897,9.0
898,0.0
899,1.0
900,2.0
901,2.0
902,5.0
903,7.0
904,7.0
905,1.0
906,7.0
907,0.0
908,3.0
909,5.0
910,4.0
911,8.0
912,9.0
913,9.0
914,8.0
915,0.0
916,6.0
917,2.0
918,9.0
919,8.0
920,4.0
921,9.0
922,6.0
923,7.0
924,6.0
925,3.0
926,3.0
927,8.0
928,2.0
929,8.0
930,2.0
931,9.0
932,3.0
933,9.0
934,8.0
935,9.0
936,4.0
937,2.0
938,5.0
939,5.0
940,0.0
941,2.0
942,0.0
943,9.0
944,2.0
945,9.0
946,7.0
947,3.0
948,5.0
949,7.0
950,7.0
951,3.0
952,8.0
953,4.0
954,4.0
955,7.0
956,2.0
957,7.0
958,5.0
959,6.0
960,4.0
961,9.0
962,7.0
963,1.0
964,9.0
965,0.0
966,0.0
967,2.0
968,7.0
969,2.0
970,1.0
971,5.0
972,9.0
973,2.0
974,8.0
975,7.0
976,1.0
977,2.0
978,2.0
979,1.0
980,9.0
981,5.0
982,3.0
983,0.0
984,9.0
985,3.0
986,1.0
987,7.0
988,2.0
989,2.0
990,0.0
991,6.0
992,2.0
993,6.0
994,5.0
995,9.0
996,1.0
997,7.0
998,2.0
999,2.0
1000,7.0
1001,6.0
1002,2.0
1003,4.0
1004,9.0
1005,6.0
1006,9.0
1007,6.0
1008,6.0
1009,0.0
1010,1.0
1011,5.0
1012,9.0
1013,3.0
1014,2.0
1015,6.0
1016,0.0
1017,2.0
1018,7.0
1019,3.0
1020,8.0
1021,5.0
1022,1.0
1023,2.0
1024,0.0
1025,4.0
1026,5.0
1027,6.0
1028,3.0
1029,3.0
1030,2.0
1031,5.0
1032,7.0
1033,7.0
1034,7.0
1035,7.0
1036,4.0
1037,7.0
1038,4.0
1039,2.0
1040,4.0
1041,2.0
1042,4.0
1043,2.0
1044,5.0
1045,0.0
1046,2.0
1047,3.0
1048,5.0
1049,2.0
1050,6.0
1051,8.0
1052,3.0
1053,2.0
1054,2.0
1055,0.0
1056,7.0
1057,0.0
1058,5.0
1059,0.0
1060,9.0
1061,2.0
1062,0.0
1063,9.0
1064,8.0
1065,8.0
1066,3.0
1067,1.0
1068,1.0
1069,7.0
1070,3.0
1071,1.0
1072,2.0
1073,1.0
1074,4.0
1075,9.0
1076,5.0
1077,7.0
1078,2.0
1079,6.0
1080,8.0
1081,2.0
1082,6.0
1083,3.0
1084,9.0
1085,9.0
1086,5.0
1087,2.0
1088,4.0
1089,2.0
1090,2.0
1091,3.0
1092,5.0
1093,2.0
1094,6.0
1095,8.0
1096,9.0
1097,5.0
1098,8.0
1099,3.0
1100,4.0
1101,3.0
1102,8.0
1103,1.0
1104,4.0
1105,6.0
1106,7.0
1107,7.0
1108,6.0
1109,4.0
1110,8.0
1111,9.0
1112,0.0
1113,2.0
1114,8.0
1115,7.0
1116,7.0
1117,8.0
1118,9.0
1119,7.0
1120,2.0
1121,7.0
1122,0.0
1123,3.0
1124,2.0
1125,7.0
1126,4.0
1127,6.0
1128,8.0
1129,8.0
1130,7.0
1131,3.0
1132,7.0
1133,3.0
1134,9.0
1135,2.0
1136,7.0
1137,8.0
1138,8.0
1139,3.0
1140,0.0
1141,2.0
1142,0.0
1143,2.0
1144,7.0
1145,1.0
1146,5.0
1147,4.0
1148,6.0
1149,2.0
1150,6.0
1151,3.0
1152,3.0
1153,9.0
1154,8.0
1155,7.0
1156,5.0
1157,1.0
1158,9.0
1159,9.0
1160,0.0
1161,4.0
1162,3.0
1163,3.0
1164,3.0
1165,7.0
1166,6.0
1167,2.0
1168,2.0
1169,9.0
1170,7.0
1171,2.0
1172,8.0
1173,6.0
1174,1.0
1175,7.0
1176,2.0
1177,5.0
1178,9.0
1179,2.0
1180,7.0
1181,4.0
1182,2.0
1183,2.0
1184,8.0
1185,2.0
1186,5.0
1187,8.0
1188,2.0
1189,4.0
1190,6.0
1191,2.0
1192,3.0
1193,6.0
1194,2.0
1195,5.0
1196,7.0
1197,1.0
1198,3.0
1199,8.0
1200,4.0
1201,9.0
1202,2.0
1203,2.0
1204,8.0
1205,8.0
1206,3.0
1207,2.0
1208,9.0
1209,1.0
1210,2.0
1211,2.0
1212,0.0
1213,7.0
1214,0.0
1215,0.0
1216,0.0
1217,2.0
1218,6.0
1219,1.0
1220,0.0
1221,3.0
1222,9.0
1223,8.0
1224,9.0
1225,7.0
1226,4.0
1227,8.0
1228,7.0
1229,8.0
1230,9.0
1231,4.0
1232,2.0
1233,3.0
1234,5.0
1235,3.0
1236,2.0
1237,9.0
1238,4.0
1239,2.0
1240,4.0
1241,2.0
1242,6.0
1243,8.0
1244,5.0
1245,9.0
1246,5.0
1247,2.0
1248,5.0
1249,3.0
1250,2.0
1251,6.0
1252,3.0
1253,2.0
1254,9.0
1255,8.0
1256,2.0
1257,2.0
1258,0.0
1259,8.0
1260,1.0
1261,3.0
1262,2.0
1263,6.0
1264,2.0
1265,8.0
1266,8.0
1267,4.0
1268,2.0
1269,3.0
1270,6.0
1271,4.0
1272,4.0
1273,4.0
1274,2.0
1275,6.0
1276,7.0
1277,5.0
1278,6.0
1279,7.0
1280,2.0
1281,9.0
1282,7.0
1283,7.0
1284,2.0
1285,7.0
1286,8.0
1287,7.0
1288,4.0
1289,6.0
1290,6.0
1291,7.0
1292,8.0
1293,4.0
1294,4.0
1295,7.0
1296,3.0
1297,9.0
1298,9.0
1299,7.0
1300,9.0
1301,0.0
1302,5.0
1303,4.0
1304,8.0
1305,3.0
1306,4.0
1307,3.0
1308,5.0
1309,1.0
1310,8.0
1311,2.0
1312,7.0
1313,2.0
1314,8.0
1315,2.0
1316,0.0
1317,7.0
1318,9.0
1319,6.0
1320,9.0
1321,9.0
1322,5.0
1323,3.0
1324,5.0
1325,6.0
1326,7.0
1327,6.0
1328,2.0
1329,2.0
1330,7.0
1331,7.0
1332,9.0
1333,4.0
1334,2.0
1335,4.0
1336,4.0
1337,0.0
1338,3.0
1339,7.0
1340,8.0
1341,7.0
1342,2.0
1343,4.0
1344,5.0
1345,8.0
1346,8.0
1347,7.0
1348,7.0
1349,1.0
1350,7.0
1351,9.0
1352,2.0
1353,0.0
1354,6.0
1355,6.0
1356,9.0
1357,2.0
1358,4.0
1359,0.0
1360,6.0
1361,0.0
1362,4.0
1363,2.0
1364,1.0
1365,8.0
1366,8.0
1367,9.0
1368,2.0
1369,3.0
1370,8.0
1371,9.0
1372,3.0
1373,8.0
1374,2.0
1375,8.0
1376,6.0
1377,8.0
1378,2.0
1379,2.0
1380,9.0
1381,9.0
1382,2.0
1383,0.0
1384,9.0
1385,7.0
1386,9.0
1387,3.0
1388,8.0
1389,9.0
1390,4.0
1391,6.0
1392,2.0
1393,9.0
1394,8.0
1395,2.0
1396,7.0
1397,9.0
1398,6.0
1399,3.0
1400,8.0
1401,8.0
1402,0.0
1403,3.0
1404,2.0
1405,6.0
1406,0.0
1407,1.0
1408,8.0
1409,0.0
1410,3.0
1411,4.0
1412,8.0
1413,5.0
1414,9.0
1415,9.0
1416,9.0
1417,2.0
1418,2.0
1419,2.0
1420,9.0
1421,6.0
1422,0.0
1423,6.0
1424,7.0
1425,7.0
1426,4.0
1427,2.0
1428,9.0
1429,9.0
1430,7.0
1431,5.0
1432,5.0
1433,9.0
1434,9.0
1435,0.0
1436,5.0
1437,8.0
1438,7.0
1439,6.0
1440,2.0
1441,2.0
1442,5.0
1443,2.0
1444,6.0
1445,4.0
1446,4.0
1447,2.0
1448,9.0
1449,4.0
1450,6.0
1451,9.0
1452,7.0
1453,5.0
1454,9.0
1455,4.0
1456,7.0
1457,5.0
1458,4.0
1459,0.0
1460,8.0
1461,5.0
1462,9.0
1463,7.0
1464,6.0
1465,8.0
1466,7.0
1467,5.0
1468,9.0
1469,8.0
1470,3.0
1471,6.0
1472,8.0
1473,3.0
1474,2.0
1475,7.0
1476,5.0
1477,7.0
1478,9.0
1479,6.0
1480,5.0
1481,0.0
1482,6.0
1483,1.0
1484,2.0
1485,3.0
1486,5.0
1487,2.0
1488,1.0
1489,1.0
1490,3.0
1491,3.0
1492,6.0
1493,2.0
1494,7.0
1495,7.0
1496,2.0
1497,2.0
1498,1.0
1499,6.0
1500,0.0
1501,2.0
1502,8.0
1503,2.0
1504,9.0
1505,3.0
1506,0.0
1507,2.0
1508,5.0
1509,3.0
1510,7.0
1511,9.0
1512,9.0
1513,1.0
1514,2.0
1515,6.0
1516,7.0
1517,2.0
1518,7.0
1519,3.0
1520,5.0
1521,8.0
1522,6.0
1523,3.0
1524,3.0
1525,7.0
1526,5.0
1527,7.0
1528,5.0
1529,7.0
1530,7.0
1531,9.0
1532,6.0
1533,3.0
1534,6.0
1535,3.0
1536,2.0
1537,2.0
1538,5.0
1539,0.0
1540,1.0
1541,3.0
1542,0.0
1543,2.0
1544,9.0
1545,7.0
1546,3.0
1547,0.0
1548,6.0
1549,0.0
1550,5.0
1551,9.0
1552,2.0
1553,7.0
1554,1.0
1555,2.0
1556,0.0
1557,9.0
1558,5.0
1559,2.0
1560,9.0
1561,9.0
1562,2.0
1563,3.0
1564,7.0
1565,8.0
1566,2.0
1567,3.0
1568,5.0
1569,8.0
1570,4.0
1571,7.0
1572,7.0
1573,1.0
1574,0.0
1575,2.0
1576,8.0
1577,3.0
1578,4.0
1579,3.0
1580,8.0
1581,6.0
1582,9.0
1583,2.0
1584,2.0
1585,9.0
1586,8.0
1587,3.0
1588,0.0
1589,1.0
1590,8.0
1591,2.0
1592,8.0
1593,2.0
1594,7.0
1595,8.0
1596,8.0
1597,3.0
1598,3.0
1599,3.0
1600,8.0
1601,6.0
1602,0.0
1603,9.0
1604,9.0
1605,0.0
1606,4.0
1607,9.0
1608,0.0
1609,3.0
1610,6.0
1611,4.0
1612,4.0
1613,9.0
1614,9.0
1615,2.0
1616,4.0
1617,3.0
1618,8.0
1619,2.0
1620,6.0
1621,4.0
1622,3.0
1623,2.0
1624,8.0
1625,9.0
1626,9.0
1627,8.0
1628,9.0
1629,0.0
1630,5.0
1631,6.0
1632,9.0
1633,5.0
1634,3.0
1635,0.0
1636,0.0
1637,6.0
1638,4.0
1639,6.0
1640,8.0
1641,4.0
1642,3.0
1643,1.0
1644,8.0
1645,2.0
1646,3.0
1647,6.0
1648,0.0
1649,2.0
1650,4.0
1651,4.0
1652,7.0
1653,9.0
1654,2.0
1655,5.0
1656,3.0
1657,2.0
1658,9.0
1659,2.0
1660,3.0
1661,2.0
1662,2.0
1663,4.0
1664,7.0
1665,2.0
1666,3.0
1667,2.0
1668,6.0
1669,3.0
1670,5.0
1671,0.0
1672,2.0
1673,2.0
1674,4.0
1675,1.0
1676,7.0
1677,2.0
1678,0.0
1679,7.0
1680,8.0
1681,8.0
1682,8.0
1683,2.0
1684,2.0
1685,8.0
1686,3.0
1687,7.0
1688,4.0
1689,3.0
1690,2.0
1691,3.0
1692,2.0
1693,7.0
1694,8.0
1695,5.0
1696,2.0
1697,2.0
1698,9.0
1699,4.0
1700,2.0
1701,0.0
1702,7.0
1703,4.0
1704,0.0
1705,8.0
1706,3.0
1707,2.0
1708,9.0
1709,7.0
1710,9.0
1711,9.0
1712,8.0
1713,3.0
1714,2.0
1715,8.0
1716,4.0
1717,8.0
1718,3.0
1719,2.0
1720,7.0
1721,4.0
1722,2.0
1723,3.0
1724,3.0
1725,2.0
1726,8.0
1727,9.0
1728,3.0
1729,2.0
1730,7.0
1731,5.0
1732,3.0
1733,9.0
1734,4.0
1735,3.0
1736,8.0
1737,3.0
1738,6.0
1739,2.0
1740,3.0
1741,0.0
1742,3.0
1743,3.0
1744,2.0
1745,3.0
1746,9.0
1747,3.0
1748,8.0
1749,8.0
1750,5.0
1751,6.0
1752,2.0
1753,0.0
1754,7.0
1755,3.0
1756,8.0
1757,3.0
1758,2.0
1759,3.0
1760,4.0
1761,9.0
1762,4.0
1763,3.0
1764,1.0
1765,0.0
1766,8.0
1767,6.0
1768,6.0
1769,3.0
1770,5.0
1771,5.0
1772,3.0
1773,6.0
1774,4.0
1775,6.0
1776,3.0
1777,2.0
1778,2.0
1779,9.0
1780,8.0
1781,8.0
1782,9.0
1783,1.0
1784,2.0
1785,2.0
1786,8.0
1787,2.0
1788,3.0
1789,7.0
1790,3.0
1791,2.0
1792,8.0
1793,9.0
1794,2.0
1795,8.0
1796,3.0
1797,2.0
1798,4.0
1799,6.0
1800,8.0
1801,0.0
1802,8.0
1803,9.0
1804,2.0
1805,0.0
1806,8.0
1807,9.0
1808,9.0
1809,2.0
1810,9.0
1811,2.0
1812,7.0
1813,6.0
1814,2.0
1815,0.0
1816,9.0
1817,8.0
1818,5.0
1819,6.0
1820,0.0
1821,8.0
1822,9.0
1823,0.0
1824,2.0
1825,9.0
1826,7.0
1827,1.0
1828,4.0
1829,4.0
1830,8.0
1831,9.0
1832,2.0
1833,1.0
1834,2.0
1835,8.0
1836,0.0
1837,2.0
1838,2.0
1839,2.0
1840,7.0
1841,3.0
1842,8.0
1843,8.0
1844,2.0
1845,6.0
1846,3.0
1847,5.0
1848,2.0
1849,2.0
1850,9.0
1851,5.0
1852,9.0
1853,2.0
1854,0.0
1855,2.0
1856,8.0
1857,4.0
1858,4.0
1859,5.0
1860,7.0
1861,0.0
1862,8.0
1863,5.0
1864,8.0
1865,9.0
1866,0.0
1867,5.0
1868,0.0
1869,9.0
1870,8.0
1871,2.0
1872,4.0
1873,2.0
1874,9.0
1875,8.0
1876,7.0
1877,2.0
1878,1.0
1879,6.0
1880,9.0
1881,2.0
1882,2.0
1883,0.0
1884,9.0
1885,8.0
1886,1.0
1887,7.0
1888,6.0
1889,2.0
1890,1.0
1891,1.0
1892,3.0
1893,7.0
1894,3.0
1895,7.0
1896,1.0
1897,2.0
1898,5.0
1899,8.0
1900,8.0
1901,0.0
1902,3.0
1903,7.0
1904,8.0
1905,3.0
1906,9.0
1907,4.0
1908,3.0
1909,9.0
1910,5.0
1911,8.0
1912,1.0
1913,4.0
1914,5.0
1915,2.0
1916,2.0
1917,1.0
1918,3.0
1919,7.0
1920,2.0
1921,1.0
1922,7.0
1923,4.0
1924,2.0
1925,6.0
1926,9.0
1927,7.0
1928,4.0
1929,8.0
1930,9.0
1931,8.0
1932,6.0
1933,9.0
1934,2.0
1935,7.0
1936,2.0
1937,5.0
1938,2.0
1939,8.0
1940,6.0
1941,1.0
1942,9.0
1943,3.0
1944,0.0
1945,9.0
1946,8.0
1947,2.0
1948,7.0
1949,0.0
1950,0.0
1951,3.0
1952,2.0
1953,7.0
1954,8.0
1955,2.0
1956,1.0
1957,7.0
1958,9.0
1959,0.0
1960,7.0
1961,7.0
1962,9.0
1963,9.0
1964,3.0
1965,9.0
1966,8.0
1967,2.0
1968,5.0
1969,7.0
1970,5.0
1971,7.0
1972,4.0
1973,7.0
1974,6.0
1975,4.0
1976,7.0
1977,2.0
1978,2.0
1979,9.0
1980,7.0
1981,7.0
1982,9.0
1983,5.0
1984,8.0
1985,1.0
1986,9.0
1987,9.0
1988,1.0
1989,9.0
1990,2.0
1991,3.0
1992,4.0
1993,0.0
1994,7.0
1995,4.0
1996,0.0
1997,5.0
1998,4.0
1999,1.0
